Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Tanaka's Master Plan","Tanaka's Bly Tower > Atlantic City > e. South > New Jersey",https://www.mountainproject.com/route/117864357/tanakas-master-plan,3.0,-1,Boulder,V0+,1,10,39.37632,-74.41817
"Army of the Dead","Tanaka's Bly Tower > Atlantic City > e. South > New Jersey",https://www.mountainproject.com/route/117864372/army-of-the-dead,2.0,-1,Boulder,V2,1,10,39.37632,-74.41817
